nb_people,total_time_to_work,emissions,walkers,bikers,TPG_users,car_users,tax_sum
29955,35300307.97982514,58653.609539440295,3412,3645,7147,15743,0.0
29961,35742476.52222026,57714.86837179793,3549,3747,7152,15507,0.0
29967,35581949.986743554,57177.00992084788,3531,3755,7249,15426,0.0
29973,35740600.5899173,56520.810840432205,3632,3759,7240,15336,0.0
29979,35462092.037850365,56246.06675359806,3574,3878,7133,15388,0.0
29985,35459386.15106353,56032.69106695901,3572,3802,7257,15348,0.0
29991,35574000.25972254,55988.3390698156,3637,3775,7176,15397,0.0
29997,35555924.61449264,55645.15151151447,3585,3862,7239,15305,0.0
30003,35307039.01079938,55578.67855438735,3524,3707,7467,15299,0.0
30009,35605688.325317845,55452.35185736235,3615,3795,7321,15272,0.0
30015,35518768.31483952,55538.637296143985,3609,3683,7385,15332,0.0
30021,35605236.292481184,55223.39028000171,3618,3764,7408,15225,0.0
30027,35629100.28798277,55203.858659437465,3596,3784,7337,15304,0.0
30033,35772716.52704543,55250.78441829001,3675,3771,7345,15236,0.0
30039,35885216.551095605,54903.828160540026,3668,3757,7411,15197,0.0
30045,35888202.877650335,54895.28033761501,3656,3811,7429,15143,0.0
30051,35684960.76761312,54981.55233803819,3618,3753,7353,15321,0.0
30057,35525728.65479998,54686.20192672377,3540,3770,7554,15187,0.0
30063,36078388.90394308,54801.601233299196,3703,3743,7373,15238,0.0
30069,35815396.913637936,54659.98041137356,3659,3796,7373,15235,0.0
30075,36025612.703067966,54515.08041446822,3706,3730,7478,15155,0.0
30081,35905690.10203495,54333.78544257759,3660,3800,7478,15137,0.0
30087,35802703.20061594,54179.301026256864,3560,3827,7574,15120,0.0
30093,35810073.981743775,54285.77248387265,3615,3828,7504,15140,0.0
30099,35986688.542189844,54308.26511929878,3666,3736,7462,15229,0.0
30105,35803936.7042168,54165.35642240048,3622,3779,7466,15232,0.0
30111,35988215.73575098,54075.260100162115,3663,3740,7564,15138,0.0
30117,36085152.004156694,53926.94783585117,3680,3821,7552,15058,0.0
30123,35921943.79786653,53906.19101115897,3613,3771,7573,15160,0.0
30129,36061653.86030603,53761.13683977805,3665,3783,7606,15069,0.0
30135,35776332.76835992,53686.94494747604,3589,3692,7688,15160,0.0
30141,35976255.53534198,53474.06778092224,3630,3866,7528,15111,0.0
30147,35929886.927297786,53582.03848658157,3620,3823,7533,15165,0.0
30153,36239202.68147319,53273.30039637808,3686,3772,7642,15047,0.0
30159,36275407.80114141,53075.437645206715,3669,3886,7625,14973,0.0
30165,36156919.60243148,53209.51000840008,3694,3754,7669,15042,0.0
30171,36262189.17301331,52973.23248225326,3686,3852,7692,14935,0.0
30177,36241073.96868961,52788.81442245362,3648,3819,7799,14905,0.0
30183,36028600.06757377,53036.413831209145,3656,3775,7677,15069,0.0
30189,36304360.03624066,52630.82245164167,3680,3781,7769,14953,0.0
30195,35872162.45641046,52668.0623735615,3555,3828,7787,15019,0.0
30201,36134843.96368312,52430.15875470739,3628,3794,7797,14976,0.0
30207,36150433.27481602,52532.33613229535,3655,3894,7647,15005,0.0
30213,36382125.183265515,52232.20176594674,3697,3787,7779,14944,0.0
30219,36263437.94427664,52213.56597352817,3687,3903,7698,14925,0.0
30225,36227920.02625443,52534.05408814825,3666,3928,7595,15030,0.0
30231,36775438.2541226,51915.71541965616,3803,3813,7748,14861,0.0
30237,36460917.604718395,51877.00711328669,3690,3837,7796,14908,0.0
30243,36555269.81299788,51950.265337230296,3785,3762,7737,14953,0.0
30249,36285439.34438488,51779.75174130818,3652,3830,7862,14899,0.0
30255,36432142.47425356,51565.145522913444,3714,3735,7952,14848,0.0
30261,36630321.830764055,51244.176815801744,3724,3798,7988,14745,0.0
30267,36535528.918158494,51725.89886851406,3716,3803,7804,14938,0.0
30273,36503824.16654464,51395.55985413753,3704,3792,7930,14841,0.0
30279,36394737.88623774,51220.58114825082,3642,3832,7972,14827,0.0
30285,36716091.30788783,51243.25138319683,3782,3851,7822,14824,0.0
30291,36713579.64776625,50743.6758025021,3710,3882,7994,14699,0.0
30297,36690881.59661365,50893.90278390734,3749,3944,7859,14739,0.0
30303,36545762.66641754,50843.077688747806,3689,3924,7878,14806,0.0
30309,36676239.71998095,51102.22087290104,3743,3809,7851,14900,0.0
30315,36352206.86463658,52515.85896701548,3764,3715,7596,15234,206396.39021399934
30321,36482401.56682039,51925.359515542266,3715,3928,7636,15036,206186.13586767417
30327,36108932.12224777,51980.12353173233,3622,3815,7736,15148,205949.54269381857
30333,36314924.68732533,51922.019382998355,3682,3855,7618,15172,205662.46246503887
30339,36369102.67580691,52273.90511509796,3745,3822,7492,15274,205362.10924213982
30345,36332240.0342448,51731.8799302151,3686,3878,7705,15070,204948.0494616704
30351,36170294.92331224,51735.561295497806,3665,3901,7680,15099,204588.9169641325
30357,36304509.812276855,51491.54530216196,3684,3887,7695,15085,204235.12027878687
30363,36377664.655393615,51387.174074465904,3685,3896,7741,15035,203738.0189715733
30369,36588640.8109411,51616.69995603321,3754,3838,7641,15130,203507.13324986762
30375,36383115.73623823,51882.593230016995,3745,3832,7574,15218,203255.3879633871
30381,36380757.048143834,51325.13945903543,3705,3829,7756,15085,202959.21660659168
30387,36612598.28395329,51543.93324071559,3791,3741,7723,15126,202647.40276092544
30393,36516379.24267072,51230.714683663515,3724,3788,7819,15056,202343.22779624487
30399,36379711.47744952,51393.09474219497,3746,3834,7647,15166,201923.73745850276
30405,36370858.14710072,51168.95904352415,3713,3833,7697,15156,201769.01275540487
30411,36223354.43299633,50767.08247957341,3618,3900,7879,15008,201472.40109909954
30417,36618899.63218682,50717.29009020513,3745,3827,7845,14994,201274.869557893
30423,36306482.52378912,50923.75407860858,3691,3802,7841,15083,201015.9702249073
30429,36497872.21471755,50704.18288307299,3727,3799,7847,15050,200664.78252766066
30435,36505028.383345865,50727.133486280785,3704,3834,7834,15057,200393.38156295792
30441,36627175.086070605,50492.199397241464,3748,3700,7934,15053,200030.5900289145
30447,36683036.84798781,50435.996701883305,3763,3776,7935,14967,199760.68221703434
30453,37012446.19246135,49931.86865792178,3830,3940,7827,14850,199467.9173712533
30459,36400642.97065782,50155.31790857516,3701,3892,7876,14984,199190.13837913398
30465,36630821.74715325,50123.99259552922,3724,3852,7873,15010,198885.58340397256
30471,36511652.950442314,50008.619160510745,3673,3864,7891,15037,198562.93771670447
30477,36834254.66907579,49675.00447273458,3775,3828,7994,14874,198231.8918524679
30483,36629593.697627634,50044.35178988059,3736,3899,7876,14966,197796.68443726405
30489,36700314.931464456,49842.8557694741,3764,3899,7832,14988,197468.5990123332
30495,36631309.879041836,49535.00217703322,3691,3914,8039,14845,197058.44837843833
30501,36880341.20455648,49393.01149327266,3768,3792,8047,14888,196796.63553976448
30507,36716141.97450802,49896.34724333519,3783,3810,7847,15061,196495.33921524775
30513,36779290.882618725,49145.25124854567,3733,3938,8000,14836,196066.02827611737
30519,36759779.80498261,49323.648872263264,3710,3928,7927,14948,195870.24349374254
30525,36793920.956777155,49056.948427817,3712,3864,7990,14953,195393.61646423105
30531,37113285.570306376,48860.75636327986,3815,3970,7934,14806,195090.36291985848
30537,36990340.13325462,48822.10687023955,3791,3811,8128,14801,194697.1813621243
30543,36963696.148273095,48794.72756155856,3776,3864,8034,14863,194348.9324634745
30549,36966176.21971356,48341.476648795,3742,3888,8243,14670,193992.03363166784
30555,37013983.63168304,48525.091040832434,3776,3921,8105,14747,193654.22779552737
30561,37201438.11412436,48282.19382980594,3809,3873,8077,14796,193352.36931332186
30567,36835249.99933907,48316.067787661166,3719,3991,8068,14783,192985.2795340919
30573,37183670.09601881,48080.86830554974,3810,3843,8243,14671,192599.00852815303
30579,37278407.97107479,47863.928866058886,3793,3887,8237,14656,192350.89507558531
30585,37074420.937323086,48182.4105528402,3786,3868,8138,14787,192094.13548684592
30591,37267141.36920058,47747.766829909546,3816,3805,8341,14623,191787.9257807224
30597,37026339.156019,47893.55305781452,3739,3948,8103,14801,191532.62744212482
30603,37160725.53647955,47586.564571770316,3770,3962,8219,14646,191089.15763823432
30609,37027024.9760385,47819.031963929185,3771,3736,8291,14805,190806.0909026326
