nb_people,total_time_to_work,emissions,walkers,bikers,TPG_users,car_users,tax_sum
29875,35707179.60816249,58609.42741540808,3503,3703,7131,15530,0.0
29881,35688665.580107264,58068.79732877022,3551,3665,7173,15486,0.0
29887,35341893.53091625,57504.75950791098,3494,3730,7293,15364,0.0
29893,35620706.906285524,56769.03268859529,3554,3759,7328,15246,0.0
29899,35359226.5852528,56903.59957732062,3577,3814,7073,15429,0.0
29905,35513539.18010605,56982.08585166314,3643,3689,7118,15449,0.0
29911,35526815.57008769,56610.79201130574,3608,3681,7299,15317,0.0
29917,35347975.11054988,56476.25857107589,3529,3829,7308,15245,0.0
29923,35467512.557173476,56320.06555861488,3570,3709,7407,15231,0.0
29929,35571362.59119898,56588.37785345228,3622,3745,7221,15335,0.0
29935,35454801.39381614,56877.451739008044,3597,3657,7185,15490,0.0
29941,35758901.644994564,56272.65155704033,3632,3715,7317,15271,0.0
29947,35605561.320175245,56037.91369706065,3563,3860,7370,15148,0.0
29953,35565631.28823134,56244.00077110016,3564,3771,7350,15262,0.0
29959,35495597.9530842,56302.23641716923,3574,3728,7375,15276,0.0
29965,35423650.64303046,56289.76084006408,3553,3754,7319,15333,0.0
29971,35394416.469875894,56383.246820525244,3552,3720,7380,15313,0.0
29977,35563371.728866965,56029.46278851845,3563,3679,7498,15231,0.0
29983,35730537.62094084,55809.913355662415,3597,3812,7428,15140,0.0
29989,35878020.933679454,55890.67685438493,3624,3743,7464,15152,0.0
29995,36032023.274486005,55518.585473490384,3648,3785,7480,15076,0.0
30001,35738864.87478247,55963.19603425738,3615,3708,7451,15221,0.0
30007,35527723.69837526,55974.46590237167,3571,3738,7394,15298,0.0
30013,35793738.03687692,55648.40685102916,3589,3794,7493,15131,0.0
30019,35922606.38567188,55628.52532473559,3649,3742,7481,15141,0.0
30025,35933974.70716588,55371.86018142609,3677,3786,7496,15060,0.0
30031,35672773.34017295,55839.52980307822,3576,3863,7375,15211,0.0
30037,35946809.65857041,55206.929234960866,3611,3751,7618,15051,0.0
30043,35954206.87076473,55421.76952677628,3656,3739,7509,15133,0.0
30049,35821137.48188222,55618.56346316506,3605,3783,7460,15195,0.0
30055,35955921.14984799,55330.51430326344,3612,3781,7520,15136,0.0
30061,36013235.27147212,54991.96420781332,3642,3812,7614,14987,0.0
30067,36059818.16342333,55148.029793159265,3646,3719,7649,15047,0.0
30073,35874473.177997105,55314.0319936896,3616,3837,7522,15092,0.0
